,CONTROL,TUITFTE,INEXPFTE,AVGFACSAL,OPENADMP,ADM_RATE,SAT_AVG,ACTCMMID,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4_NOLOANNOPELL,FTFTPCTPELL,DEBT_MDN,C100_4_POOLED,C150_4_POOLED,MEDIAN_HH_INC,POVERTY_RATE,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,PFTFAC,DEP_STAT_PCT_IND,REGION,DEBT_MDN_SUPP,UG25ABV,CDR3,CDR2,MN_EARN_WNE_INC1_P10,MN_EARN_WNE_INC2_P10,MN_EARN_WNE_INC3_P10
218,1,4673.0,6696.0,10090.0,2.0,0.5063,1027.0,19.0,18870.0,6893.0,18773.0,0.602,0.633,11750.0,0.1338,0.5245,64055.44,12.9399995803833,0.5885539658,0.1844700653,0.1236282817,0.0549381859,0.0484095013,0.4546,0.2671898875,8,11750,0.2046,0.037000000000000005,0.055999999999999994,48400,50800,51900
219,1,4931.0,7304.0,9804.0,2.0,0.6386,1030.0,19.0,19807.0,7310.0,19190.0,0.5391,0.579,13000.0,0.0879,0.4965,65686.13,10.140000343322699,0.5203824424,0.17679269879999998,0.1489787049,0.0757931334,0.0780530204,0.4779,0.3131681877,8,13000,0.2271,0.047,0.055,51900,54900,58300
220,1,22027.0,20179.0,17125.0,2.0,0.1484,1448.0,33.0,36739.0,14184.0,43176.0,0.8922,0.195,12612.0,0.7516,0.9123,77601.85,8.560000419616701,0.4748053474,0.1494050242,0.13530189509999999,0.08711620390000001,0.1533715293,0.6663,0.1906860585,8,12612,0.0552,0.02,0.027999999999999997,75300,82700,80100
221,1,18270.0,26371.0,14603.0,2.0,0.4107,1292.0,28.0,35252.0,14402.0,43394.0,0.8789,0.325,11468.0,0.5944,0.8585,76621.08,8.539999961853018,0.4475215517,0.17424568969999998,0.15,0.09579741380000001,0.1324353448,0.866,0.1526939655,8,11468,0.0603,0.016,0.03,69600,67300,67200
222,1,15954.0,20489.0,15447.0,2.0,0.2876,1316.0,29.0,32985.0,13700.0,42692.0,0.8502,0.3771,14500.0,0.6897,0.8413,78085.65,8.71000003814697,0.4282879506,0.19766288170000001,0.1693308345,0.0939256973,0.11079263589999999,0.8146,0.09116966160000001,8,14500,0.0464,0.017,0.023,66200,66900,64600
223,1,18278.0,51748.0,18392.0,2.0,0.1404,1423.0,32.0,33654.0,13226.0,42218.0,0.9169,0.2908,14385.0,0.7582,0.9069,72896.84,10.079999923706,0.4596487328,0.1625166741,0.1430635838,0.08592707869999999,0.1488439306,0.6973,0.1498443753,8,14385,0.0488,0.013000000000000001,0.015,74300,72100,72800
224,1,12688.0,15117.0,13408.0,2.0,0.5057,1229.0,26.0,32843.0,13827.0,42819.0,0.7195,0.5019,15659.0,0.5415,0.7478,68292.12,11.289999961853,0.4093581002,0.20444392190000002,0.1803432871,0.1000470256,0.1058076652,0.8655,0.0834704914,8,15659,0.0457,0.027999999999999997,0.046,56400,52600,57300
225,1,17532.0,22428.0,16373.0,2.0,0.3006,1372.0,30.0,31891.0,14167.0,43159.0,0.862,0.3609,15000.0,0.5883,0.853,76397.62,8.68000030517578,0.41937633259999996,0.1740405117,0.15338486140000002,0.1108742004,0.1423240938,0.8483,0.1103411514,8,15000,0.0562,0.017,0.02,72900,67200,68300
227,1,15451.0,12689.0,15994.0,2.0,0.322,1360.0,30.0,35987.0,14391.0,43383.0,0.8268,0.3197,13010.0,0.6826,0.8168,73046.19,9.47999954223632,0.4112134937,0.1906918632,0.1546150242,0.09714196470000001,0.1463376542,0.8502,0.0712166172,8,13010,0.0293,0.023,0.03,56800,60400,68200
228,1,14448.0,10828.0,14426.0,2.0,0.4737,1311.0,29.0,35982.0,13960.0,42952.0,0.7688,0.3043,16200.0,0.5092,0.758,78075.09,7.98000001907348,0.3683655536,0.16695957820000001,0.1739894552,0.11282952550000001,0.1778558875,0.767,0.10035149380000001,8,16200,0.0478,0.037000000000000005,0.043,51900,53000,55900
229,3,23445.0,13364.0,6194.0,,,,,,,,,,,,,,,,,,,,0.5139,,8,PrivacySuppressed,0.7273,0.043,0.008,,,
231,2,7352.0,3817.0,,2.0,1.0,,,19034.0,9570.0,9570.0,,1.0,,0.0,0.2857,53248.94,14.279999732971099,,,,,,,,8,PrivacySuppressed,0.6875,0.153,0.114,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
234,2,28168.0,21266.0,8825.0,2.0,0.2297,,,69015.0,49276.0,49276.0,0.5429,0.2269,25000.0,0.5577,0.609,74875.2,8.8100004196167,0.33774834439999996,0.119205298,0.1026490066,0.1059602649,0.3344370861,0.6065,0.1589403974,8,25000,0.1452,0.05,0.040999999999999995,46600,45400,61000
235,1,7631.0,16987.0,9824.0,2.0,0.6652,,,28082.0,7056.0,18936.0,0.6444,0.2466,19380.0,0.4763,0.6272,78248.99,6.38000011444091,0.2960199005,0.1094527363,0.1293532338,0.1691542289,0.2960199005,0.7391,0.1641791045,8,19380,0.12,0.06,0.053,87300,88700,87600
251,2,30672.0,15294.0,11826.0,2.0,0.5356,1288.0,28.0,69018.0,52724.0,52724.0,0.7721,0.1865,19000.0,0.6981,0.7891,73437.32,8.310000419616701,0.227050516,0.1108093427,0.1276480174,0.1629549158,0.37153720799999995,1.0,0.043454644199999996,8,19000,0.0252,0.018000000000000002,0.025,54400,56000,58900
253,2,15656.0,7667.0,7215.0,2.0,0.6178,1142.0,24.0,49474.0,35400.0,35400.0,0.6897,0.3018,19096.0,0.5724,0.6398,79890.85,7.09000015258789,0.33901918979999995,0.1300639659,0.1407249467,0.1439232409,0.2462686567,0.9384,0.26759061829999997,8,19096,0.1533,0.034,0.028999999999999998,54100,48200,50700
254,2,19997.0,4711.0,6748.0,2.0,0.6013,1055.0,20.0,45605.0,31404.0,31404.0,0.4444,0.4058,15250.0,0.462,0.5029,66943.92,8.289999961853018,0.4638694639,0.1608391608,0.1305361305,0.09790209789999998,0.14685314689999998,0.1118,0.4731934732,8,15250,0.3343,0.099,0.046,34500,44700,46200
260,2,35861.0,30359.0,14628.0,2.0,0.0931,1446.0,33.0,71745.0,54405.0,54405.0,0.9385,0.1875,13035.0,0.8420000000000001,0.9143,82855.72,7.21000003814697,0.2535211268,0.1220657277,0.1314553991,0.103286385,0.3896713615,0.9243,,8,13035,0.0022,0.02,0.023,PrivacySuppressed,PrivacySuppressed,98300
264,3,22207.0,6143.0,7404.0,2.0,0.5787,,,35351.0,20056.0,20056.0,0.5,0.2923,20026.0,0.1915,0.3617,90231.08,5.400000095367429,0.42123287670000004,0.1404109589,0.1506849315,0.11986301369999999,0.16780821920000003,0.2472,0.2294520548,8,20026,0.1661,0.076,0.095,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
268,2,20553.0,6159.0,5833.0,1.0,,,,40386.0,24495.0,24495.0,0.6875,0.5227,9500.0,0.4423,0.5,66257.22,9.630000114440909,0.3558558559,0.1396396396,0.1396396396,0.12162162160000001,0.24324324320000001,0.0875,0.1351351351,8,9500,0.1369,0.132,0.033,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
280,3,22770.0,5855.0,5278.0,2.0,0.5882,,,41056.0,23860.0,23860.0,0.6667,0.5,26884.0,0.3824,0.4412,71383.01,7.78000020980835,0.5147058824,0.19117647059999998,0.1470588235,,,,0.6470588235,8,26884,0.4444,0.02,0.045,46900,PrivacySuppressed,PrivacySuppressed
282,2,24774.0,17384.0,8662.0,2.0,0.8717,1126.0,23.0,63875.0,45850.0,45850.0,0.6452,0.2365,27000.0,0.5938,0.7187,79219.91,6.94000005722046,0.23106060609999998,0.14393939390000002,0.1666666667,0.14393939390000002,0.3143939394,0.3285,0.1401515152,8,27000,0.1521,0.04,0.032,63600,62900,64200
302,2,16592.0,6148.0,7166.0,2.0,0.8511,1053.0,20.0,40950.0,32458.0,32458.0,0.5641,0.4577,18774.0,0.5288,0.6588,53503.12,15.25,0.46620847649999997,0.19473081329999997,0.1546391753,0.10194730810000001,0.0824742268,0.9059999999999999,0.676975945,8,18774,0.5579999999999999,0.053,0.039,40600,45200,51300
309,2,22657.0,9378.0,10287.0,,,,,,,,,,24032.0,,,77146.23,7.9899997711181605,0.3625730994,0.2397660819,0.2280701754,0.0935672515,0.07602339179999999,1.0,0.9298245614,8,24032,0.8042,0.042,0.027000000000000003,81300,PrivacySuppressed,PrivacySuppressed
315,2,31809.0,33007.0,13671.0,2.0,0.1448,1531.0,35.0,74428.0,56620.0,56620.0,0.907,0.1378,20027.0,0.8571,0.9388,82806.61,6.289999961853019,0.13725490199999998,0.10294117650000001,0.11764705880000001,0.1470588235,0.4950980392,0.8594,,8,20027,0.0023,0.0,0.0,PrivacySuppressed,PrivacySuppressed,93000
317,2,16036.0,9469.0,8046.0,2.0,0.7004,849.0,20.0,55758.0,39316.0,39316.0,0.5385,0.5398,18750.0,0.3333,0.4549,72379.02,9.56999969482422,0.3562091503,0.1732026144,0.1928104575,0.1307189542,0.1470588235,0.2885,0.22222222219999999,8,18750,0.1235,0.073,0.038,54100,54800,63200
319,1,4192.0,8240.0,9602.0,2.0,0.7679,1074.0,21.0,24382.0,7675.0,19555.0,0.5767,0.5362,14000.0,0.153,0.4914,57400.36,10.9200000762939,0.5325755475,0.16107568619999998,0.1300249515,0.0762406432,0.1000831716,0.5451,0.2614360965,8,14000,0.195,0.07400000000000001,0.098,39500,42000,39200
320,2,15807.0,6686.0,6775.0,1.0,,,,20232.0,14292.0,14292.0,0.9091,0.8333,24288.0,0.2683,0.3945,54713.65,15.2600002288818,0.6962025316,0.1265822785,0.0981012658,0.0411392405,0.0379746835,0.2198,0.6424050633,8,24288,0.5154,0.084,0.098,27900,PrivacySuppressed,PrivacySuppressed
327,2,21881.0,13231.0,5923.0,2.0,,,,,8500.0,8500.0,,,20832.0,,,85404.13,6.38000011444091,0.5612244898,0.1734693878,0.15306122449999998,,,0.1364,,8,20832,0.8438,0.036000000000000004,0.039,48700,PrivacySuppressed,PrivacySuppressed
328,2,15293.0,19936.0,7904.0,2.0,0.96,,,46320.0,31946.0,31946.0,0.8,0.3077,18000.0,0.4237,0.5085,80280.56,6.4899997711181605,0.5833333333,,,,,1.0,0.4583333333,8,18000,0.3134,0.08,0.021,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
330,2,10917.0,4782.0,6300.0,2.0,0.9568,1002.0,19.0,27086.0,15654.0,15654.0,0.3333,0.6207,14000.0,0.2706,0.4497,65850.07,8.689999580383299,0.392971246,0.1597444089,0.1597444089,0.1501597444,0.1373801917,0.3,0.1853035144,8,14000,0.1923,0.071,0.04,32400,34500,36700
331,2,20508.0,9472.0,9264.0,2.0,0.5089,1120.0,23.0,54445.0,43050.0,43050.0,0.585,0.505,21693.0,0.5296,0.6783,67082.29,10.7100000381469,0.42992291520000003,0.1800981079,0.1541695865,0.12298528380000001,0.11282410650000001,0.35700000000000004,0.5122634897999999,8,21693,0.4371,0.04,0.027000000000000003,47300,52100,59700
332,2,20583.0,12115.0,8957.0,2.0,0.8093,,,41551.0,30700.0,30700.0,0.5333,0.2717,19786.0,0.3406,0.5652,84064.41,6.38000011444091,0.3381642512,0.1207729469,0.1304347826,0.1256038647,0.2850241546,0.1326,0.1690821256,8,19786,0.1554,0.039,0.07200000000000001,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
338,2,6531.0,2069.0,5157.0,1.0,,,,21680.0,11110.0,11110.0,0.8,0.25,32429.0,0.3265,0.7719,76284.11,8.02999973297119,,,,,,0.6667,,8,32429,0.5143,0.028999999999999998,0.09300000000000001,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
339,2,9339.0,4381.0,4120.0,1.0,,,,,17540.0,17540.0,0.0,,9518.0,0.0833,0.6666,61547.27,10.529999732971099,,,,,,0.275,,8,9518,0.8627,0.064,0.039,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
340,2,29673.0,10694.0,8000.0,2.0,0.4709,1022.0,20.0,43906.0,32778.0,32778.0,0.3858,0.4879,18745.0,0.2123,0.4628,63313.83,11.4200000762939,0.3987473904,0.1565762004,0.1409185804,0.1158663883,0.1878914405,0.2997,0.1576200418,8,18745,0.0971,0.05,0.033,50000,52400,62600
341,2,35083.0,32789.0,8360.0,,,,,,,,,,20221.0,,,65234.5,10.300000190734801,0.5056910568999999,0.1170731707,0.1284552846,0.1024390244,0.1463414634,0.9236,0.5121951220000001,8,20221,0.4987,0.009000000000000001,0.018000000000000002,104900,88100,75900
349,2,13486.0,9356.0,8258.0,2.0,0.7688,1143.0,24.0,46764.0,25390.0,25390.0,0.8462,0.3063,17083.0,0.4668,0.5744,71662.94,7.84000015258789,0.2288135593,0.1652542373,0.2118644068,0.1461864407,0.2478813559,0.2464,0.2033898305,8,17083,0.1615,0.016,0.025,42200,48600,59000
354,2,33429.0,17772.0,11733.0,2.0,0.4713,1321.0,29.0,64484.0,48522.0,48522.0,0.8338,0.1433,19000.0,0.7286,0.8133,78631.93,8.60000038146972,0.26908292149999996,0.11641954970000001,0.1279516749,0.1158704009,0.370675453,0.5547,0.10159253160000001,8,19000,0.0246,0.018000000000000002,0.033,85100,64100,67000
364,2,18298.0,7702.0,11150.0,2.0,0.4548,1042.0,21.0,57546.0,42800.0,42800.0,0.5714,0.3618,15750.0,0.4103,0.5586,80580.15,7.51999998092651,0.3291139241,0.1487341772,0.1518987342,0.1582278481,0.21202531649999998,0.2101,0.1582278481,8,15750,0.0874,0.069,0.083,56300,56800,65000
367,2,19045.0,15996.0,10308.0,2.0,0.8554,1158.0,25.0,63047.0,30257.0,30257.0,0.6852,0.5556,19000.0,0.603,0.7154,71756.45,9.0,0.4701834862,0.12385321099999999,0.1330275229,0.12385321099999999,0.1490825688,0.4611,0.3233944954,8,19000,0.1445,0.035,0.034,46200,46200,56900
373,2,23161.0,13167.0,9281.0,,,,,,,,,,12000.0,,,73783.82,6.550000190734861,0.3042671614,0.11873840449999999,0.1410018553,0.1150278293,0.3209647495,0.8632,0.1521335807,8,12000,0.8462,0.013000000000000001,0.013999999999999999,71400,61000,78700
377,2,24643.0,11902.0,8998.0,2.0,0.8382,1031.0,20.0,54912.0,41170.0,41170.0,0.5,0.657,20417.0,0.4488,0.6451,59943.9,15.0699996948242,0.423572744,0.1896869245,0.1761817066,0.10006138740000001,0.11049723759999999,0.2916,0.34131368939999995,8,20417,0.239,0.033,0.045,58000,62500,72700
382,2,14090.0,5212.0,10270.0,1.0,,,,,13320.0,13320.0,0.4286,0.0,18750.0,0.1507,0.3832,64760.95,10.6599998474121,0.46442981520000004,0.2236143555,0.1537481419,0.0845190062,0.0736886812,0.2163,0.9193034615000001,8,18750,0.8642,0.049,0.051,53300,61800,64700
384,3,15557.0,6662.0,7193.0,2.0,1.0,,,43082.0,27501.0,27501.0,0.5,0.3077,30750.0,0.0588,0.3824,67862.5,8.75,0.6423841060000001,0.1125827815,0.13245033109999998,,,0.1037,0.4834437086,8,30750,0.2477,0.08,0.055,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
390,2,18765.0,9113.0,9117.0,2.0,0.8152,983.0,19.0,52143.0,35350.0,35350.0,0.5714,0.568,18750.0,0.3596,0.486,89560.16,5.71000003814697,0.3667296786,0.1890359168,0.1776937618,0.1228733459,0.1436672968,0.2228,0.3516068053,8,18750,0.2652,0.057999999999999996,0.045,56400,61600,71600
391,2,29134.0,20429.0,11293.0,2.0,0.373,1368.0,30.0,71756.0,54686.0,54686.0,0.8492,0.1631,20500.0,0.8032,0.8491,75275.66,8.56999969482422,0.2112676056,0.1038732394,0.1690140845,0.1514084507,0.36443661969999996,0.7649,,8,20500,0.0076,0.016,0.022000000000000002,54700,65300,58200
394,2,33696.0,21333.0,7871.0,2.0,0.9441,1158.0,23.0,61776.0,46860.0,46860.0,0.5507,0.3547,26500.0,0.5,0.5625,73811.67,9.46000003814697,0.40718562869999997,0.1467065868,0.1676646707,0.0958083832,0.1826347305,0.1646,0.1646706587,8,26500,0.1328,0.045,0.08800000000000001,51100,57700,48900
396,2,12251.0,5527.0,4582.0,2.0,0.2945,1022.0,21.0,42424.0,33400.0,33400.0,0.3556,0.4239,14858.0,0.3874,0.4622,71774.01,8.11999988555908,0.359223301,0.18446601940000001,0.1611650485,0.1572815534,0.1378640777,0.2394,0.2427184466,8,14858,0.273,0.051,0.044000000000000004,33200,43500,45300
398,2,26399.0,15442.0,12264.0,,,,,,,,,,20000.0,,,,,0.6875,0.1375,,,,0.4818,0.625,8,20000,0.568,0.045,0.051,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
399,2,23761.0,8224.0,6038.0,2.0,0.3095,,,,13688.0,13688.0,,,21875.0,,,60596.02,12.9899997711181,0.5823045267,0.21399176949999998,0.10699588480000001,0.0617283951,0.0349794239,0.0455,0.9074074073999999,8,21875,0.8822,0.06,0.06,PrivacySuppressed,43200,PrivacySuppressed
401,2,11831.0,3509.0,3500.0,1.0,,,,,16065.0,16065.0,0.1667,,,0.125,0.125,,,,,,,,,,8,PrivacySuppressed,0.375,0.111,0.09,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
402,2,16868.0,11055.0,6285.0,2.0,0.4944,1080.0,22.0,42620.0,30060.0,30060.0,0.6667,0.4167,21500.0,0.2923,0.5328,69255.78,8.300000190734862,0.3149078727,0.13065326630000001,0.16415410390000001,0.1591289782,0.2311557789,0.9348,0.1775544389,8,21500,0.1346,0.08,0.048,56200,60300,65500
403,2,32936.0,20858.0,10587.0,2.0,0.6348,1240.0,26.0,60487.0,48164.0,48164.0,0.7358,0.3844,18750.0,0.4884,0.7172,72621.06,9.1899995803833,0.3513097072,0.157164869,0.154853621,0.1163328197,0.2203389831,0.4884,0.1217257319,8,18750,0.0631,0.021,0.027000000000000003,90900,82800,77800
407,2,31625.0,12078.0,12387.0,2.0,0.3565,1330.0,29.0,70862.0,53932.0,53932.0,0.8011,0.1835,21500.0,0.7471,0.8393,79068.51,6.900000095367429,0.25914935710000003,0.1216617211,0.134520277,0.12067260140000001,0.36399604350000003,0.6016,0.12067260140000001,8,21500,0.063,0.013999999999999999,0.013000000000000001,88300,71100,74200
408,2,50757.0,24333.0,11104.0,2.0,0.1333,,,70500.0,54056.0,54056.0,0.8211,0.1374,12579.0,0.7644,0.833,75882.08,9.64999961853027,0.2777777778,0.087962963,0.1388888889,0.1388888889,0.3564814815,0.872,0.0740740741,8,12579,0.0186,0.065,0.015,PrivacySuppressed,PrivacySuppressed,51200
410,2,21015.0,8576.0,10189.0,2.0,0.6893,1240.0,27.0,49512.0,35700.0,35700.0,0.8182,0.1893,19500.0,0.6731,0.7597,71269.62,8.10000038146972,0.2907063197,0.1330855019,0.150929368,0.1271375465,0.2981412639,1.0,0.2862453532,8,19500,0.1535,0.027000000000000003,0.018000000000000002,53200,52900,55800
411,2,22245.0,37400.0,13451.0,2.0,0.0761,1468.0,33.0,69725.0,52780.0,52780.0,0.9432,0.2311,9959.0,0.889,0.9344,76544.99,8.56999969482422,0.3698113208,0.17735849059999997,0.1849056604,0.0716981132,0.19622641510000002,0.9375,,8,9959,0.005,0.0,0.0,PrivacySuppressed,PrivacySuppressed,88200
417,2,18560.0,11246.0,10242.0,2.0,0.7475,1189.0,26.0,65220.0,49504.0,49504.0,0.6459999999999999,0.3699,25000.0,0.6929,0.7539,68599.2,9.1899995803833,0.2804674457,0.1402337229,0.1828046745,0.1485809683,0.2479131886,0.9664,0.2804674457,8,25000,0.1706,0.032,0.023,52900,56400,61200
427,2,28900.0,16839.0,10646.0,,,,,,,,,,18750.0,,,83323.75,6.610000133514401,0.4829443447,0.1490125673,0.1256732496,0.0700179533,0.17235188510000002,0.4387,0.7989228006999999,8,18750,0.7726,0.004,0.006,106400,119800,113500
431,1,6737.0,7092.0,10903.0,2.0,0.3458,1213.0,25.0,22990.0,7488.0,19340.0,0.7686,0.2393,13715.0,0.3602,0.7416,68953.33,9.47999954223632,0.4663084363,0.1480924234,0.13326168730000001,0.0948952176,0.1574422354,0.5183,0.2624395486,8,13715,0.1359,0.028999999999999998,0.042,54300,54800,59300
432,2,29223.0,15581.0,12284.0,2.0,0.5292,1285.0,28.0,64732.0,49358.0,49358.0,0.815,0.1689,20500.0,0.6885,0.8115,79883.39,6.599999904632571,0.27359882010000003,0.10324483779999999,0.1356932153,0.1526548673,0.3348082596,0.5094,0.11430678470000001,8,20500,0.0497,0.018000000000000002,0.02,76200,66100,70000
433,2,28863.0,12125.0,6928.0,2.0,0.9487,,,69525.0,46534.0,46534.0,0.4444,0.3462,15813.0,0.3452,0.4226,72969.6,8.77999973297119,0.42948717950000004,0.1282051282,0.14743589740000002,0.0897435897,0.20512820510000002,0.191,0.17307692309999997,8,15813,0.2074,0.047,0.043,33000,PrivacySuppressed,PrivacySuppressed
435,1,5482.0,7687.0,10744.0,2.0,0.7176,1054.0,20.0,24434.0,7260.0,19140.0,0.5705,0.5119,13000.0,0.1978,0.5427,77495.51,7.82999992370605,0.5130177515,0.17090729780000002,0.1393491124,0.0782051282,0.09852071009999999,0.4988,0.2702169625,8,13000,0.1843,0.053,0.067,54000,55300,55600
437,2,28022.0,17149.0,12379.0,2.0,0.6455,1237.0,26.0,65185.0,48066.0,48066.0,0.7209,0.3253,20000.0,0.6655,0.7603,82472.56,6.55999994277954,0.2959850607,0.1311858077,0.14799253029999998,0.1470588235,0.2777777778,0.4199,0.13211951449999998,8,20000,0.0741,0.021,0.046,70600,70900,77300
441,2,15084.0,6985.0,6907.0,2.0,0.5853,1084.0,22.0,44800.0,33550.0,33550.0,0.6207,0.3869,15750.0,0.4961,0.6133,76498.11,6.3899998664855895,0.36173633439999997,0.1237942122,0.1720257235,0.1398713826,0.2025723473,0.2385,0.3199356913,8,15750,0.2417,0.067,0.028999999999999998,44500,43900,46900
443,1,6385.0,7916.0,10626.0,2.0,0.5466,1143.0,23.0,24514.0,7796.0,19676.0,0.6669,0.4278,12899.0,0.1202,0.6051,88589.14,6.98000001907348,0.4956808943,0.16641260160000002,0.1529471545,0.08549288619999999,0.0994664634,0.4159,0.2747713415,8,12899,0.1787,0.035,0.032,62100,64200,67800
448,2,32521.0,18198.0,12700.0,2.0,0.4991,1366.0,30.0,69155.0,51711.0,51711.0,0.9094,0.1011,18248.0,0.8455,0.9014,93581.09,5.46999979019165,0.1784274194,0.0987903226,0.1310483871,0.1179435484,0.4737903226,0.6376,0.0756048387,8,18248,0.0109,0.006999999999999999,0.02,88000,80400,86400
452,2,36851.0,27080.0,11478.0,2.0,0.2424,1409.0,32.0,71060.0,55024.0,55024.0,0.8493,0.10400000000000001,12000.0,0.8232,0.8821,79153.99,7.0,0.19125683059999998,0.1147540984,0.1530054645,0.1693989071,0.3715846995,0.7717,0.087431694,8,12000,0.0019,0.0,0.0,PrivacySuppressed,PrivacySuppressed,65300
454,2,5006.0,4228.0,3022.0,2.0,1.0,,,21682.0,12060.0,12060.0,0.25,1.0,,0.3077,0.4054,54363.26,10.3599996566772,,,,,,,,8,PrivacySuppressed,0.4524,0.1,0.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
459,2,15211.0,8257.0,6463.0,2.0,0.5,1078.0,23.0,39946.0,30200.0,30200.0,0.9333,0.3939,16500.0,0.4687,0.5833,55586.54,10.090000152587802,0.4550359712,0.1456834532,0.1492805755,0.11690647480000001,0.1330935252,1.0,0.5467625899,8,16500,0.3475,0.033,0.040999999999999995,36300,40200,43400
464,2,22631.0,13494.0,10813.0,2.0,0.7719,1174.0,25.0,65419.0,47280.0,47280.0,0.7049,0.2434,21500.0,0.6622,0.7675,84232.87,6.42999982833862,0.1956087824,0.1337325349,0.1696606786,0.1516966068,0.3493013972,0.2358,0.1037924152,8,21500,0.0735,0.025,0.03,55300,59400,72400
466,1,5615.0,7681.0,10197.0,2.0,0.8965,1072.0,21.0,24914.0,7798.0,19678.0,0.6585,0.3591,13750.0,0.2962,0.6066,75511.05,6.23000001907348,0.3876733436,0.1633281972,0.1457627119,0.11032357470000001,0.19291217260000001,0.4707,0.20955315870000002,8,13750,0.1173,0.035,0.045,50800,53400,55500
469,2,16707.0,7423.0,8314.0,2.0,0.4017,1039.0,20.0,44768.0,33720.0,33720.0,0.6642,0.5388,18000.0,0.5781,0.6274,75891.29,7.82999992370605,0.3826923077,0.1548076923,0.1644230769,0.1230769231,0.175,1.0,0.20673076920000003,8,18000,0.1777,0.044000000000000004,0.04,43100,46000,54100
475,2,30865.0,11150.0,14128.0,1.0,,,,67638.0,44960.0,44960.0,0.7931,0.129,29000.0,0.0,0.8605,66525.34,11.710000038146902,0.5483870968,,,,,0.4211,0.48387096770000004,8,29000,0.1856,0.011000000000000001,0.078,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
476,2,37039.0,54509.0,14712.0,2.0,0.1296,1445.0,32.0,72097.0,56225.0,56225.0,0.9302,0.1759,18500.0,0.7759,0.9205,76787.41,8.75,0.3617469087,0.150486714,0.1370691923,0.1031307551,0.2475664299,0.5931,0.09023941070000001,8,18500,0.0326,0.016,0.013999999999999999,97700,85800,80900
480,2,15108.0,14793.0,8997.0,2.0,0.7773,1307.0,28.0,35786.0,25000.0,25000.0,0.8621,0.2333,18000.0,0.7216,0.8239,67656.24,7.28000020980835,,,0.1710526316,0.2828947368,0.4078947368,0.9821,,8,18000,0.0217,0.0,0.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
489,3,10195.0,2846.0,6896.0,1.0,,,,25065.0,12120.0,12120.0,,1.0,12500.0,0.0606,0.0909,62475.08,8.9399995803833,0.49221228729999994,0.1639746178,0.151860398,0.1114796654,0.08047303139999999,0.0687,0.9669743293999999,4,12500,0.7784,0.069,0.06,38800,58700,82600
